"msoa21","msoa21_name","heat_vuln_risk","heat_social_vuln_tertile_label","care_or_nursing_home_n","hospital_n","nurseries_n","under5","over75","life_expectancy_decile"
"E02005581","Felmingham, Worstead & Happisburgh","Lower heat risk","Lowest heat risk",4,0,3,253,773,9
"E02005582","Stalham & Sea Palling","Lower heat risk","Medium heat risk",3,0,0,239,959,6
"E02005583","Hoveton, Horning & Potter Heigham","Lower heat risk","Medium heat risk",6,0,0,213,1521,7
"E02007032","North Walsham East","Lower heat risk","Medium heat risk",3,0,2,272,921,4
"E02007033","North Walsham West","Lower heat risk","Medium heat risk",5,1,1,308,853,4
"E02005629","King's Cliffe, Woodnewton & Easton","High heat, not enhanced risk","Lowest heat risk",1,0,2,298,664,9
"E02005612","Rowlett, Gretton & Cottingham","High heat, not enhanced risk","Medium heat risk",6,0,2,361,577,4
"E02005613","Corby North","High heat, not enhanced risk","Medium heat risk",1,0,1,469,566,2
"E02005615","Corby Lodge Park","High heat, not enhanced risk","Medium heat risk",1,0,1,562,779,3
"E02005616","Corby Town","High heat and enhanced risk","Highest heat risk",0,0,2,376,299,1
"E02005614","Corby Village & Weldon","High heat, not enhanced risk","Medium heat risk",6,0,4,1120,564,2
"E02005617","Corby Kingswood","High heat and enhanced risk","Highest heat risk",0,0,4,704,538,1
"E02006863","Snatchill","High heat, not enhanced risk","Lowest heat risk",1,0,1,835,152,6
"E02006862","Great Oakley and Danesholme","High heat, not enhanced risk","Lowest heat risk",2,0,1,329,414,7
"E02005630","Oundle, Warmington & Titchmarsh","High heat, not enhanced risk","Lowest heat risk",2,0,3,321,1250,9
"E02005631","Thrapston & Brigstock","High heat, not enhanced risk","Lowest heat risk",3,0,3,576,840,7
"E02005639","Geddington, Rushton & Stoke Albany","High heat, not enhanced risk","Medium heat risk",1,0,2,252,667,7
"E02005640","Desborough","High heat, not enhanced risk","Medium heat risk",4,0,1,680,1025,4
"E02005641","Rothwell","High heat, not enhanced risk","Medium heat risk",0,1,1,526,678,5
"E02005642","Kettering Brambleside","High heat, not enhanced risk","Lowest heat risk",7,0,1,360,753,6
"E02005643","Kettering Avondale Grange","High heat and enhanced risk","Highest heat risk",1,0,0,563,406,3
"E02005644","Kettering Central East","High heat and enhanced risk","Highest heat risk",10,0,2,662,257,2
"E02005645","Kettering Town & West","High heat and enhanced risk","Highest heat risk",6,1,5,831,1100,3
"E02005646","Kettering East","High heat, not enhanced risk","Lowest heat risk",0,0,1,227,738,8
"E02007070","Broughton, Mawsley & Loddington","High heat, not enhanced risk","Lowest heat risk",1,0,1,287,473,7
"E02005648","Barton Seagrave","High heat, not enhanced risk","Lowest heat risk",2,0,3,576,818,7
"E02005647","Kettering South","High heat, not enhanced risk","Medium heat risk",2,1,2,406,642,3
"E02007071","Burton Latimer","High heat, not enhanced risk","Lowest heat risk",2,0,2,682,723,7
"E02005632","Ringstead, Woodford & Stanwick","High heat, not enhanced risk","Lowest heat risk",3,0,3,269,713,5
"E02005633","Raunds","High heat, not enhanced risk","Lowest heat risk",5,0,2,625,854,5
"E02005692","Finedon, Isham & Harrowden","High heat, not enhanced risk","Lowest heat risk",1,0,3,372,692,7
"E02005634","Irthlingborough","High heat, not enhanced risk","Medium heat risk",4,0,2,532,698,3
"E02005693","Rixon","High heat, not enhanced risk","Medium heat risk",1,0,3,499,556,6
"E02005694","Redwell","High heat, not enhanced risk","Lowest heat risk",4,0,2,300,658,7
"E02005695","Victoria & Isebrook","High heat and enhanced risk","Highest heat risk",3,0,4,695,439,3
"E02005696","Queensway","High heat and enhanced risk","Highest heat risk",2,0,0,409,424,2
"E02005697","Central Wellingborough","High heat and enhanced risk","Highest heat risk",7,0,5,417,590,1
"E02005698","Brickhill","High heat, not enhanced risk","Medium heat risk",2,0,0,328,573,3
"E02005636","Rushden West & North","High heat, not enhanced risk","Medium heat risk",6,0,2,695,1005,4
"E02005635","Higham Ferrers","High heat, not enhanced risk","Lowest heat risk",2,0,1,485,785,7
"E02005699","Croyland","High heat, not enhanced risk","Medium heat risk",0,0,1,594,376,4
"E02005637","Rushden East","High heat and enhanced risk","Highest heat risk",4,0,4,611,743,3
"E02005700","Earls Barton & Great Doddington","High heat, not enhanced risk","Lowest heat risk",1,0,4,508,1063,6
"E02005638","Rushden South","High heat, not enhanced risk","Lowest heat risk",3,0,1,430,1000,7
"E02005701","Irchester, Wollaston & Bozeat","High heat, not enhanced risk","Lowest heat risk",5,0,1,459,1091,6
"E02003065","Portishead Central","Lower heat risk","Lowest heat risk",1,0,4,427,1185,10
"E02003066","Portishead Redcliffe","Lower heat risk","Lowest heat risk",1,0,0,257,847,8
"E02003067","Portishead South","Lower heat risk","Lowest heat risk",1,0,3,423,747,7
"E02003068","Pill & Easton","Lower heat risk","Lowest heat risk",1,0,1,315,754,8
"E02003069","Clevedon North & Walton","High heat, not enhanced risk","Medium heat risk",6,0,0,225,893,7
"E02003070","Long Ashton & Gordano","Lower heat risk","Lowest heat risk",2,0,3,645,1412,9
"E02003071","Clevedon Central","High heat, not enhanced risk","Medium heat risk",7,0,6,372,1041,4
"E02003072","Nailsea West","Lower heat risk","Medium heat risk",1,0,2,324,1528,7
"E02003073","Nailsea East","High heat, not enhanced risk","Lowest heat risk",1,0,2,216,748,9
"E02003074","Clevedon South & Yeo","High heat, not enhanced risk","Lowest heat risk",0,0,1,429,704,10
"E02003075","Backwell & Flax Bourton","Lower heat risk","Lowest heat risk",2,0,3,303,724,10
"E02003076","Yatton & Cleeve","Lower heat risk","Lowest heat risk",3,0,3,476,1036,8
"E02003077","Wrington, Felton & Dundry","Lower heat risk","Lowest heat risk",0,0,2,280,763,10
"E02003078","Congresbury & Kewstoke","Lower heat risk","Lowest heat risk",2,1,3,286,834,8
"E02003079","North Worle","High heat, not enhanced risk","Lowest heat risk",0,0,1,496,692,10
"E02003080","Mid Worle","High heat, not enhanced risk","Medium heat risk",1,0,2,331,1303,6
"E02003081","Weston Milton","High heat, not enhanced risk","Lowest heat risk",0,0,3,404,1197,9
"E02003082","Weston Hillside","High heat and enhanced risk","Highest heat risk",21,0,1,295,1205,2
"E02003084","Weston Town","High heat and enhanced risk","Highest heat risk",17,0,5,567,902,1
"E02003085","Weston Bournville","High heat and enhanced risk","Highest heat risk",1,0,1,583,397,1
"E02003086","Weston Clarence","High heat and enhanced risk","Highest heat risk",19,0,3,223,922,2
"E02003087","Hutton, Locking & Banwell","High heat, not enhanced risk","Lowest heat risk",1,0,0,555,1346,9
"E02003088","Winscombe, Langford & Blagdon","Lower heat risk","Lowest heat risk",2,0,3,417,1371,7
"E02003089","Weston Uphill","High heat, not enhanced risk","Medium heat risk",1,4,2,292,724,6
"E02006845","South Worle, West Wick & St Georges","Lower heat risk","Lowest heat risk",3,1,2,558,642,3
"E02006846","Weston Winterstoke","High heat, not enhanced risk","Lowest heat risk",0,0,1,909,160,8
"E02001738","Whitley Bay North","Lower heat risk","Lowest heat risk",0,0,3,229,885,10
"E02001739","Fordley","Lower heat risk","Medium heat risk",1,0,1,360,618,3
"E02001740","Whitley Sands","Lower heat risk","Lowest heat risk",1,0,0,270,610,9
"E02001741","Wideopen & Seaton Burn","Lower heat risk","Lowest heat risk",0,0,0,361,956,6
"E02001742","West Monkseaton","Lower heat risk","Lowest heat risk",1,0,0,266,699,7
"E02001743","Whitley Bay Promenade","Lower heat risk","Medium heat risk",12,0,4,380,520,1
"E02001744","Shiremoor North & South Wellfield","Lower heat risk","Lowest heat risk",1,0,1,471,561,5
"E02001745","Killingworth West & Camperdown","Lower heat risk","Lowest heat risk",0,0,2,338,464,7
"E02001746","Monkseaton","Lower heat risk","Medium heat risk",0,0,3,357,770,6
"E02001747","Cullercoats","Lower heat risk","Medium heat risk",1,0,0,312,906,6
"E02001748","Shiremoor South & West Allotment","Lower heat risk","Lowest heat risk",0,0,1,527,402,5
"E02001749","Killingworth East","Lower heat risk","Medium heat risk",2,0,1,304,593,5
"E02001750","Preston Grange","Lower heat risk","Lowest heat risk",1,1,2,320,812,9
"E02001751","Forest Hall & West Moor","Lower heat risk","Medium heat risk",2,0,1,391,563,3
"E02001752","New York","Lower heat risk","Medium heat risk",0,0,2,327,491,4
"E02001753","Tynemouth Priory","Lower heat risk","Medium heat risk",0,0,1,233,643,5
"E02001754","Tynemouth West","Lower heat risk","Medium heat risk",3,0,2,249,657,4
"E02001755","Holystone & Benton","Lower heat risk","Lowest heat risk",2,0,4,621,777,7
"E02001756","Longbenton","Lower heat risk","Highest heat risk",2,0,2,578,593,3
"E02001757","Preston Billy Mill","Lower heat risk","Medium heat risk",0,0,1,289,580,4
"E02001758","Battle Hill East","Lower heat risk","Lowest heat risk",0,0,1,270,380,6
"E02001759","North Shields","Lower heat risk","Highest heat risk",2,0,5,282,531,2
"E02001760","Chirton","Lower heat risk","Highest heat risk",2,0,1,504,344,1
"E02001761","Battle Hill West","Lower heat risk","Medium heat risk",1,0,0,229,582,3
"E02001762","East Benton","Lower heat risk","Lowest heat risk",0,0,1,452,437,7
"E02001763","Howdon","Lower heat risk","Highest heat risk",0,0,1,317,404,3
"E02001764","Percy Main","Lower heat risk","Highest heat risk",2,0,1,377,478,1
"E02001765","Willington Quay","Lower heat risk","Highest heat risk",3,0,2,437,492,1
"E02001766","Wallsend East","Lower heat risk","Highest heat risk",0,0,2,341,328,2
"E02001767","Wallsend West","Lower heat risk","Highest heat risk",4,0,4,303,539,1
"E02006468","Polesworth, Warton & Austrey","Lower heat risk","Lowest heat risk",6,0,2,529,1081,5
"E02006469","Dordon, Hurley & Wood End","High heat, not enhanced risk","Medium heat risk",2,0,3,486,656,4
"E02006470","Atherstone","High heat, not enhanced risk","Medium heat risk",4,0,3,606,1137,3
"E02006471","Kingsbury & Curdworth","High heat, not enhanced risk","Lowest heat risk",1,0,2,291,690,7
"E02006472","Hartshill & Ansley","High heat, not enhanced risk","Medium heat risk",5,0,4,639,868,2
"E02006473","Coleshill & Water Orton","High heat, not enhanced risk","Medium heat risk",6,0,3,536,1113,5
"E02006474","New Arley & Fillongley","High heat, not enhanced risk","Medium heat risk",3,0,1,297,643,4
"E02005397","Castle Donington","Lower heat risk","Medium heat risk",1,0,2,465,791,7
"E02005398","Kegworth & Belton","Lower heat risk","Lowest heat risk",0,1,3,282,617,9
"E02005399","Ashby de la Zouch North","Lower heat risk","Lowest heat risk",1,0,6,487,597,10
"E02005400","Thringstone & Swannington","High heat, not enhanced risk","Medium heat risk",2,0,1,294,656,4
"E02005401","Packington, Ravenstone & Coleorton","High heat, not enhanced risk","Lowest heat risk",0,0,3,286,592,9
"E02005402","Ashby de la Zouch South","Lower heat risk","Lowest heat risk",2,0,0,298,750,5
"E02005403","Whitwick","High heat, not enhanced risk","Lowest heat risk",3,0,2,310,728,7
"E02005404","Donisthope & Blackfordby","Lower heat risk","Lowest heat risk",1,0,2,443,641,5
"E02005405","Agar Nook","High heat, not enhanced risk","Medium heat risk",1,1,0,397,693,3
"E02005406","Coalville","High heat, not enhanced risk","Medium heat risk",5,0,3,494,456,1
"E02005407","Hugglescote & Bardon Hill","High heat, not enhanced risk","Lowest heat risk",1,0,3,831,670,8
"E02005408","Measham & Appleby Magna","Lower heat risk","Medium heat risk",0,0,2,384,669,5
"E02005409","Ibstock & Ellistown","High heat, not enhanced risk","Lowest heat risk",2,0,4,711,944,5
"E02005706","Berwick-upon-Tweed Town","Lower heat risk","Highest heat risk",5,1,3,410,1022,2
"E02005707","Berwick-upon-Tweed West & Holy Island","Lower heat risk","Medium heat risk",3,0,0,193,964,8
"E02005708","Seahouses, Belford & Wooler","Lower heat risk","Medium heat risk",1,0,1,272,1492,8
"E02005702","Longhoughton & Alnmouth","Lower heat risk","Lowest heat risk",3,0,1,234,944,6
"E02005703","Alnwick","Lower heat risk","Medium heat risk",3,1,1,218,795,5
"E02005704","Amble, Shilbottle & Swarland","Lower heat risk","Lowest heat risk",2,0,3,505,1476,6
"E02005705","Rothbury & Longframlington","Lower heat risk","Lowest heat risk",2,0,1,222,985,10
"E02005720","Widdrington, Lynemouth & Hadston","Lower heat risk","Lowest heat risk",7,0,0,464,1075,4
"E02005734","Newbiggin","Lower heat risk","Highest heat risk",3,0,2,303,606,2
"E02005735","Ashington Hirst","Lower heat risk","Highest heat risk",1,0,3,422,479,1
"E02005721","Morpeth North & Pegswood","Lower heat risk","Lowest heat risk",3,1,2,227,518,3
"E02005736","Ashington East","Lower heat risk","Medium heat risk",1,1,2,519,606,2
"E02005722","Longhorsley, Hepscott & Capheaton","Lower heat risk","Lowest heat risk",1,1,4,465,856,10
"E02005723","Morpeth Central & East","Lower heat risk","Medium heat risk",1,0,3,238,894,5
"E02005739","Guide Post & Stakeford","Lower heat risk","Medium heat risk",2,0,1,432,997,4
"E02005724","Morpeth South & West","Lower heat risk","Lowest heat risk",1,0,1,248,905,10
"E02005727","Bellingham, Otterburn & Redesdale","Lower heat risk","Medium heat risk",1,0,1,219,653,9
"E02005740","Bedlington Station & Sleekburn","Lower heat risk","Highest heat risk",5,0,1,496,876,2
"E02005741","Bedlington Town","Lower heat risk","Lowest heat risk",3,0,3,334,856,3
"E02005709","Blyth Cowpen","Lower heat risk","Highest heat risk",6,0,3,493,448,1
"E02005710","Blyth Town","Lower heat risk","Highest heat risk",5,1,1,513,787,1
"E02005711","Blyth Isabella","Lower heat risk","Highest heat risk",0,0,2,434,684,2
"E02005712","Blyth Newsham","Lower heat risk","Medium heat risk",1,0,1,668,509,4
"E02005713","Blyth South","Lower heat risk","Lowest heat risk",0,0,2,227,571,10
"E02005715","Cramlington Town & Beaconhill","Lower heat risk","Medium heat risk",4,0,3,524,765,2
"E02005717","Holywell & Hartley","Lower heat risk","Medium heat risk",2,0,0,284,991,7
"E02005718","Cramlington South","Lower heat risk","Lowest heat risk",0,1,2,193,843,9
"E02005719","Seaton Delaval & Seghill","Lower heat risk","Medium heat risk",0,0,3,411,677,7
"E02005725","Ponteland","Lower heat risk","Lowest heat risk",4,0,4,321,1134,9
"E02005726","Darras Hall, Stamfordham & Heddon","Lower heat risk","Lowest heat risk",0,0,1,292,1013,10
"E02005730","Hexham & Acomb","Lower heat risk","Medium heat risk",5,1,4,483,1803,7
"E02005729","Wylam & Ovingham","Lower heat risk","Lowest heat risk",2,0,3,176,667,7
"E02005728","Haltwhistle & Bardon Mill","Lower heat risk","Lowest heat risk",0,1,2,237,865,9
"E02005731","Prudhoe","Lower heat risk","Lowest heat risk",2,1,3,461,920,4
"E02005733","Haydon Bridge & Allendale","Lower heat risk","Medium heat risk",3,0,2,319,939,8
"E02007105","Ashington West & South","Lower heat risk","Medium heat risk",2,0,0,581,1094,4
"E02007106","Cramlington North & East","Lower heat risk","Lowest heat risk",4,0,2,682,901,8
"E02007107","Stocksfield, Riding Mill & Corbridge","Lower heat risk","Lowest heat risk",7,1,3,282,1394,8
"E02005584","Catton Grove & Airport","High heat and enhanced risk","Highest heat risk",5,0,2,640,645,5
"E02005585","Mile Cross","High heat and enhanced risk","Highest heat risk",0,0,2,649,552,3
"E02005586","New Catton & Mousehold North","High heat and enhanced risk","Highest heat risk",3,0,2,533,341,4
"E02005587","Heartsease & Pilling Park","High heat and enhanced risk","Highest heat risk",1,0,2,498,961,3
"E02005588","Bowthorpe & West Earlham","High heat and enhanced risk","Highest heat risk",2,0,1,699,657,1
"E02005589","Earlham","High heat and enhanced risk","Highest heat risk",1,1,0,638,625,4
"E02005592","Earlham Road & College Road","High heat, not enhanced risk","Medium heat risk",3,0,0,342,425,8
"E02005593","University & Avenues","Lower heat risk","Medium heat risk",0,0,1,320,475,4
"E02005594","Town Close","High heat and enhanced risk","Highest heat risk",3,0,2,411,829,5
"E02005595","Eaton","Lower heat risk","Lowest heat risk",3,1,2,303,1455,10
"E02005596","Lakenham & Tuckswood","Lower heat risk","Highest heat risk",1,0,2,587,777,4
"E02006907","City Centre East","High heat and enhanced risk","Highest heat risk",2,0,0,273,464,4
"E02006908","Thorpe Hamlet & Mousehold South","High heat and enhanced risk","Highest heat risk",2,0,0,295,329,4
"E02007052","Heigham Grove & St Augustines","High heat and enhanced risk","Highest heat risk",1,0,1,326,446,1
"E02007053","City Centre West","High heat and enhanced risk","Highest heat risk",1,0,3,126,359,1
"E02002868","Rise Park & Top Valley West","High heat, not enhanced risk","Medium heat risk",0,0,3,374,718,6
"E02002869","Bulwell North","High heat and enhanced risk","Highest heat risk",3,0,1,534,464,1
"E02002871","Highbury Vale","High heat and enhanced risk","Highest heat risk",3,1,2,457,701,3
"E02002872","Bulwell West","High heat and enhanced risk","Highest heat risk",2,0,2,548,466,1
"E02002873","Bestwood","High heat and enhanced risk","Highest heat risk",4,0,1,680,370,2
"E02002874","North Sherwood","High heat and enhanced risk","Highest heat risk",3,2,3,381,521,4
"E02002875","Basford Park Lane","High heat and enhanced risk","Highest heat risk",1,0,2,559,415,2
"E02002876","Old Basford","High heat and enhanced risk","Highest heat risk",0,0,2,396,548,4
"E02002877","Sherwood Vale","High heat, not enhanced risk","Medium heat risk",3,1,1,382,618,3
"E02002878","Broxtowe & Cinderhill","High heat and enhanced risk","Highest heat risk",2,0,4,680,198,2
"E02002879","New Basford","High heat and enhanced risk","Highest heat risk",1,0,0,740,374,3
"E02002880","Aspley","High heat and enhanced risk","Highest heat risk",0,0,1,598,215,2
"E02002881","Bilborough North","High heat and enhanced risk","Highest heat risk",4,0,1,500,349,1
"E02002882","Mapperley Park","High heat and enhanced risk","Highest heat risk",10,1,4,401,451,3
"E02002883","Thorneywood","High heat and enhanced risk","Highest heat risk",4,1,1,528,312,1
"E02002884","Forest Fields","High heat and enhanced risk","Highest heat risk",7,0,1,569,202,1
"E02002885","Hyson Green","High heat and enhanced risk","Highest heat risk",1,0,4,675,96,1
"E02002886","Bobbers Mill","High heat and enhanced risk","Highest heat risk",0,0,1,755,641,5
"E02002887","Beechdale","High heat and enhanced risk","Highest heat risk",4,0,1,358,634,1
"E02002888","St Ann's East","High heat and enhanced risk","Highest heat risk",0,0,1,839,259,2
"E02002889","Arboretum, Forest & Trent University","High heat and enhanced risk","Highest heat risk",7,0,2,140,73,1
"E02002890","St Ann's West","High heat and enhanced risk","Highest heat risk",1,0,2,365,234,1
"E02002891","Bakersfield","High heat, not enhanced risk","Medium heat risk",3,0,1,500,591,4
"E02002892","Bilborough South","High heat and enhanced risk","Highest heat risk",1,0,0,359,403,1
"E02002893","Radford","High heat and enhanced risk","Highest heat risk",1,0,3,666,147,2
"E02002895","The Park & Castle","High heat, not enhanced risk","Medium heat risk",0,1,2,181,172,9
"E02002896","Sneinton","High heat and enhanced risk","Highest heat risk",0,0,1,624,213,3
"E02002897","Wollaton Vale","High heat, not enhanced risk","Lowest heat risk",0,0,3,399,997,10
"E02002898","Lenton & Dunkirk","High heat, not enhanced risk","Medium heat risk",1,2,4,229,169,2
"E02002901","Wilford & Silverdale","High heat, not enhanced risk","Medium heat risk",2,0,3,299,615,6
"E02002902","Clifton North","High heat, not enhanced risk","Medium heat risk",2,1,0,494,573,3
"E02002903","Clifton West","High heat, not enhanced risk","Medium heat risk",1,0,1,309,621,5
"E02002904","Clifton South","High heat and enhanced risk","Highest heat risk",1,0,0,355,464,2
"E02006834","Top Valley East","High heat and enhanced risk","Highest heat risk",1,0,1,441,679,1
"E02006904","City Centre & Trent Bridge","High heat and enhanced risk","Highest heat risk",2,0,1,280,81,7
"E02006905","Meadows","High heat and enhanced risk","Highest heat risk",0,0,1,464,309,2
"E02007082","Lenton Abbey, University & Wollaton Park","High heat, not enhanced risk","Lowest heat risk",3,0,4,757,923,5
"E02006475","Weddington & St Nicholas Park","High heat, not enhanced risk","Lowest heat risk",1,0,3,632,844,6
"E02006476","Camp Hill","High heat and enhanced risk","Highest heat risk",2,0,1,760,481,2
"E02006477","Horeston Grange","High heat, not enhanced risk","Lowest heat risk",5,0,2,543,747,7
"E02006478","Galley Common & Whittleford","High heat, not enhanced risk","Lowest heat risk",1,0,2,522,371,3
"E02006479","Nuneaton Town Centre","High heat and enhanced risk","Highest heat risk",5,1,1,555,577,2
"E02006480","Tomkinson Road","High heat and enhanced risk","Highest heat risk",0,0,0,477,411,4
"E02006481","Stockingford","High heat and enhanced risk","Highest heat risk",1,0,2,449,554,3
"E02006482","Bermuda & Heath End","High heat, not enhanced risk","Medium heat risk",3,1,2,460,484,4
"E02006483","Caldwell & Chilvers Coton","High heat and enhanced risk","Highest heat risk",3,0,2,458,637,1
"E02006484","Attleborough","High heat, not enhanced risk","Medium heat risk",2,1,2,377,597,2
"E02006485","Whitestone","High heat, not enhanced risk","Lowest heat risk",0,0,3,225,867,10
"E02006486","Bedworth Woodlands","High heat, not enhanced risk","Medium heat risk",2,0,0,364,663,5
"E02006487","Bedworth Town","High heat and enhanced risk","Highest heat risk",3,0,2,388,735,2
"E02006488","Bulkington","High heat, not enhanced risk","Medium heat risk",2,0,2,236,1137,8
"E02006489","Bedworth Coalpit Field & Exhall","High heat, not enhanced risk","Medium heat risk",0,0,1,519,460,3
"E02006490","Bedworth Heath","High heat, not enhanced risk","Medium heat risk",1,0,1,415,654,2
"E02006806","Ash Green & Keresley End","High heat, not enhanced risk","Medium heat risk",7,0,0,463,768,1
"E02005412","Oadby South & West","High heat, not enhanced risk","Medium heat risk",4,0,4,423,1031,6
"E02005414","Wigston Town","High heat and enhanced risk","Highest heat risk",11,0,3,452,794,1
"E02005415","South Wigston","High heat, not enhanced risk","Medium heat risk",2,0,2,464,701,3
"E02005416","Wigston Harcourt & Little Hill","High heat, not enhanced risk","Lowest heat risk",0,0,1,447,1050,10
"E02006818","Wigston North","High heat, not enhanced risk","Medium heat risk",1,0,3,412,959,7
"E02006966","Oadby North","High heat, not enhanced risk","Lowest heat risk",2,1,2,287,634,9
"E02006967","Oadby East","High heat, not enhanced risk","Lowest heat risk",0,0,0,431,580,9
"E02001098","Shaw & Crompton","Lower heat risk","Medium heat risk",0,0,0,197,762,3
"E02001099","Wood End","Lower heat risk","Medium heat risk",0,0,3,321,487,5
"E02001100","Clough & Shaw Side","Lower heat risk","Medium heat risk",6,0,1,299,712,2
"E02001101","Royton North","Lower heat risk","Lowest heat risk",0,0,1,252,590,6
"E02001102","Royton East & Cowlishaw","Lower heat risk","Lowest heat risk",0,0,1,306,349,9
"E02001103","Diggle, Delph & Denshaw","Lower heat risk","Lowest heat risk",0,0,3,207,666,9
"E02001104","Moorside & Sholver","Lower heat risk","Medium heat risk",1,0,2,474,369,1
"E02001105","Royton South West","Lower heat risk","Medium heat risk",1,0,2,265,609,3
"E02001106","Royton South East","High heat and enhanced risk","Highest heat risk",4,0,3,349,632,1
"E02001107","Chadderton North","Lower heat risk","Medium heat risk",0,1,0,471,456,6
"E02001108","Derker","High heat and enhanced risk","Highest heat risk",2,0,1,491,286,1
"E02001109","Waterhead","Lower heat risk","Highest heat risk",2,0,3,627,427,1
"E02001110","New Delph, Dobcross & Austerlands","Lower heat risk","Lowest heat risk",2,0,2,302,726,7
"E02001111","Oldham Town North","High heat and enhanced risk","Highest heat risk",1,0,6,684,315,1
"E02001112","Middleton Junction","High heat, not enhanced risk","Lowest heat risk",0,0,2,246,454,8
"E02001113","Busk","High heat and enhanced risk","Highest heat risk",1,3,2,740,178,1
"E02001114","Chadderton Central","High heat and enhanced risk","Highest heat risk",2,0,7,548,678,1
"E02001115","Lees & Hey","Lower heat risk","Medium heat risk",4,1,2,393,489,2
"E02001116","Salem","High heat and enhanced risk","Highest heat risk",1,0,2,776,218,3
"E02001117","Greenfield & Uppermill","Lower heat risk","Lowest heat risk",0,0,0,232,710,10
"E02001118","Springhead & Grasscroft","Lower heat risk","Medium heat risk",1,0,1,275,677,6
"E02001119","Alexandra Park","High heat and enhanced risk","Highest heat risk",7,0,2,1095,321,1
"E02001121","Oldham Town South","High heat and enhanced risk","Highest heat risk",1,0,0,826,183,1
"E02001123","Alt","Lower heat risk","Highest heat risk",0,0,1,559,336,1
"E02001124","Chadderton South East","High heat and enhanced risk","Highest heat risk",0,0,2,522,321,3
"E02001125","Chadderton South West","High heat, not enhanced risk","Medium heat risk",1,0,3,439,575,3
"E02001126","Hathershaw","High heat and enhanced risk","Highest heat risk",0,1,1,793,318,1
"E02001127","Lime Side & Garden Suburb","High heat and enhanced risk","Highest heat risk",0,0,0,567,311,2
"E02001128","Failsworth East","High heat and enhanced risk","Highest heat risk",0,0,2,442,567,3
"E02001129","Failsworth West","High heat and enhanced risk","Highest heat risk",1,0,2,490,461,1
"E02001130","Holt Lane End & Bardsley","High heat, not enhanced risk","Medium heat risk",1,0,2,256,710,4
"E02001131","Failsworth South","High heat, not enhanced risk","Medium heat risk",0,0,0,278,559,6
"E02007000","Werneth","High heat and enhanced risk","Highest heat risk",2,0,0,709,178,1
"E02007001","Coppice","High heat and enhanced risk","Highest heat risk",3,1,3,684,268,1
"E02005940","Wolvercote & Cutteslowe","Lower heat risk","Lowest heat risk",0,0,0,242,706,10
"E02005941","Summertown","High heat, not enhanced risk","Lowest heat risk",1,1,2,245,622,10
"E02005942","North Central Oxford","Lower heat risk","Lowest heat risk",2,0,7,175,570,10
"E02005943","Marston","High heat, not enhanced risk","Medium heat risk",1,0,2,366,614,8
"E02005944","Barton","High heat and enhanced risk","Highest heat risk",3,0,0,554,409,2
"E02005945","Headington","High heat, not enhanced risk","Lowest heat risk",2,3,7,328,842,9
"E02005946","Risinghurst & Sandhills","High heat, not enhanced risk","Medium heat risk",1,0,3,414,598,9
"E02005947","Oxford Central","High heat, not enhanced risk","Medium heat risk",0,0,5,234,271,8
"E02005948","Osney, Jericho & Port Meadow","Lower heat risk","Medium heat risk",0,0,0,297,279,10
"E02005949","Churchill","High heat and enhanced risk","Highest heat risk",1,4,3,338,259,2
"E02005950","East Central Oxford","High heat, not enhanced risk","Medium heat risk",1,0,1,329,267,4
"E02005951","Grandpont & New Hinksey","Lower heat risk","Medium heat risk",0,0,1,211,309,8
"E02005953","Iffley Fields","High heat, not enhanced risk","Medium heat risk",0,0,2,271,170,6
"E02005954","Cowley South & Iffley","High heat, not enhanced risk","Medium heat risk",2,0,1,606,741,4
"E02005955","Littlemore & Rose Hill","High heat and enhanced risk","Highest heat risk",0,2,2,761,515,4
"E02005956","Blackbird Leys","High heat and enhanced risk","Highest heat risk",1,0,0,381,358,2
"E02005957","Greater Leys","High heat and enhanced risk","Highest heat risk",1,0,0,396,277,1
"E02007116","Cowley North","High heat, not enhanced risk","Medium heat risk",0,0,1,415,165,6
"E02007021","Lye Valley & Cowley East","High heat, not enhanced risk","Medium heat risk",1,0,0,400,362,6
"E02005240","Barnoldswick North","Lower heat risk","Medium heat risk",2,0,1,284,464,2
"E02005241","Barnoldswick South","Lower heat risk","Medium heat risk",1,0,1,252,449,7
"E02005242","Earby & Salterforth","Lower heat risk","Lowest heat risk",0,0,1,281,559,6
"E02005245","East Colne, Foulridge & Trawden","Lower heat risk","Lowest heat risk",1,0,3,310,725,8
"E02005246","Colne Waterside","Lower heat risk","Highest heat risk",2,0,1,315,369,2
"E02005247","Barrowford, Higham & Pendleside","Lower heat risk","Lowest heat risk",1,0,4,490,1164,9
"E02005248","Nelson Bradley","Lower heat risk","Highest heat risk",2,1,2,565,335,1
"E02005249","Nelson East","Lower heat risk","Highest heat risk",1,0,1,826,450,1
"E02005250","Nelson West","Lower heat risk","Highest heat risk",0,0,2,771,308,3
"E02005251","Marsden","Lower heat risk","Medium heat risk",3,0,2,477,611,3
"E02005252","Brierfield & Reedley","Lower heat risk","Highest heat risk",5,0,1,700,722,3
"E02007003","Colne North","Lower heat risk","Highest heat risk",4,0,2,527,837,1
"E02003237","Glinton, Northborough & Maxey","High heat, not enhanced risk","Lowest heat risk",4,0,2,219,760,8
"E02003238","Werrington","High heat, not enhanced risk","Lowest heat risk",0,0,4,275,315,10
